
bharathchandra@Bharath:~/CN$ sudo python3 Sniff.py
Starting packet capture... (Press Ctrl+C to stop)
^C----- Metrics -----
Total data transferred: 324423865 bytes
Total packets: 328830
Minimum packet size: 54 bytes
Maximum packet size: 1514 bytes
Average packet size: 986.60 bytes
Histogram saved as 'packet_size_histogram.png'.

----- Unique Source-Destination Pairs (TCP flows) -----
10.0.136.7:53 -> 10.7.11.235:63215 : 1145 bytes
10.0.136.7:53 -> 10.7.11.235:63214 : 1136 bytes
10.7.11.235:63216 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63217 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63217 : 1167 bytes
10.0.136.7:53 -> 10.7.11.235:63216 : 1408 bytes
10.7.11.235:63218 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63219 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63218 : 1155 bytes
10.0.136.7:53 -> 10.7.11.235:63219 : 466 bytes
10.7.11.235:63220 -> 142.250.77.206:443 : 2415 bytes
142.250.77.206:443 -> 10.7.11.235:63220 : 6910 bytes
10.7.11.235:63221 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:63222 -> 10.0.136.7:53 : 328 bytes
10.0.136.7:53 -> 10.7.11.235:63221 : 1145 bytes
10.0.136.7:53 -> 10.7.11.235:63222 : 396 bytes
10.7.11.235:63223 -> 10.0.136.7:53 : 404 bytes
10.7.11.235:63224 -> 10.0.136.7:53 : 404 bytes
10.0.136.7:53 -> 10.7.11.235:63223 : 1167 bytes
10.0.136.7:53 -> 10.7.11.235:63224 : 418 bytes
10.7.11.235:63225 -> 142.250.192.42:443 : 2554 bytes
142.250.192.42:443 -> 10.7.11.235:63225 : 12733 bytes
10.7.11.235:63226 -> 10.0.136.7:53 : 451 bytes
10.7.11.235:63227 -> 10.0.136.7:53 : 451 bytes
10.0.136.7:53 -> 10.7.11.235:63226 : 2050 bytes
10.0.136.7:53 -> 10.7.11.235:63227 : 552 bytes
10.7.11.235:63228 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63229 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63230 -> 10.0.136.7:53 : 390 bytes
10.7.11.235:63231 -> 10.0.136.7:53 : 336 bytes
10.7.11.235:63232 -> 142.250.207.234:443 : 2407 bytes
10.7.11.235:63233 -> 10.0.136.7:53 : 390 bytes
10.7.11.235:63234 -> 10.0.136.7:53 : 390 bytes
10.0.136.7:53 -> 10.7.11.235:63228 : 264 bytes
10.0.136.7:53 -> 10.7.11.235:63229 : 264 bytes
10.0.136.7:53 -> 10.7.11.235:63231 : 404 bytes
10.0.136.7:53 -> 10.7.11.235:63230 : 1153 bytes
10.0.136.7:53 -> 10.7.11.235:63233 : 1093 bytes
10.0.136.7:53 -> 10.7.11.235:63234 : 344 bytes
142.250.207.234:443 -> 10.7.11.235:63232 : 12676 bytes
10.7.11.235:63235 -> 142.250.70.74:443 : 2434 bytes
142.250.70.74:443 -> 10.7.11.235:63235 : 12630 bytes
10.7.11.235:63236 -> 10.0.136.7:53 : 394 bytes
10.7.11.235:63237 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:63236 : 1157 bytes
10.0.136.7:53 -> 10.7.11.235:63237 : 468 bytes
10.7.11.235:63238 -> 142.250.192.234:443 : 3888 bytes
142.250.192.234:443 -> 10.7.11.235:63238 : 12764 bytes
10.7.11.235:63239 -> 104.122.216.131:443 : 918 bytes
104.122.216.131:443 -> 10.7.11.235:63239 : 5136 bytes
10.7.11.235:63240 -> 10.0.136.7:53 : 412 bytes
10.7.11.235:63241 -> 10.0.136.7:53 : 412 bytes
10.0.136.7:53 -> 10.7.11.235:63240 : 1175 bytes
10.0.136.7:53 -> 10.7.11.235:63241 : 426 bytes
10.7.11.235:63242 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63243 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63243 : 401 bytes
10.0.136.7:53 -> 10.7.11.235:63242 : 1150 bytes
10.7.11.235:63244 -> 10.0.136.7:53 : 385 bytes
10.7.11.235:63245 -> 10.0.136.7:53 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:63245 : 399 bytes
10.0.136.7:53 -> 10.7.11.235:63244 : 1148 bytes
10.7.11.235:63246 -> 10.0.136.7:53 : 381 bytes
10.7.11.235:63247 -> 10.0.136.7:53 : 381 bytes
10.0.136.7:53 -> 10.7.11.235:63246 : 1144 bytes
10.0.136.7:53 -> 10.7.11.235:63247 : 462 bytes
10.7.11.235:63248 -> 142.251.42.1:443 : 2415 bytes
142.251.42.1:443 -> 10.7.11.235:63248 : 12229 bytes
10.7.11.235:63249 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63250 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63249 : 1159 bytes
10.0.136.7:53 -> 10.7.11.235:63250 : 410 bytes
10.7.11.235:63251 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63252 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63251 : 1249 bytes
10.0.136.7:53 -> 10.7.11.235:63252 : 420 bytes
10.7.11.235:63253 -> 52.21.246.40:443 : 6679 bytes
52.21.246.40:443 -> 10.7.11.235:63253 : 6963 bytes
10.7.11.235:63254 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63255 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63254 : 1249 bytes
10.0.136.7:53 -> 10.7.11.235:63255 : 416 bytes
10.7.11.235:63256 -> 54.225.107.16:443 : 8376 bytes
54.225.107.16:443 -> 10.7.11.235:63256 : 12337 bytes
10.7.11.235:63257 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63258 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63257 : 1165 bytes
10.0.136.7:53 -> 10.7.11.235:63258 : 416 bytes
10.7.11.235:63259 -> 142.250.70.101:443 : 3347 bytes
142.250.70.101:443 -> 10.7.11.235:63259 : 10288 bytes
10.7.11.235:63260 -> 142.250.70.101:443 : 5702 bytes
142.250.70.101:443 -> 10.7.11.235:63260 : 11266 bytes
10.7.11.235:63261 -> 10.0.136.7:53 : 394 bytes
10.7.11.235:63262 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:63261 : 1186 bytes
10.0.136.7:53 -> 10.7.11.235:63262 : 444 bytes
10.7.11.235:63263 -> 52.21.246.40:443 : 16575 bytes
52.21.246.40:443 -> 10.7.11.235:63263 : 2684 bytes
10.7.11.235:63264 -> 54.225.107.16:443 : 8621 bytes
54.225.107.16:443 -> 10.7.11.235:63264 : 7961 bytes
10.7.11.235:63265 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:63266 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:63265 : 1135 bytes
10.0.136.7:53 -> 10.7.11.235:63266 : 446 bytes
10.7.11.235:63267 -> 142.250.183.14:443 : 2470 bytes
142.250.183.14:443 -> 10.7.11.235:63267 : 9422 bytes
10.7.11.235:63268 -> 10.0.136.7:53 : 389 bytes
10.7.11.235:63269 -> 10.0.136.7:53 : 389 bytes
10.0.136.7:53 -> 10.7.11.235:63269 : 403 bytes
10.0.136.7:53 -> 10.7.11.235:63268 : 1152 bytes
10.7.11.235:63270 -> 216.58.200.202:443 : 2509 bytes
216.58.200.202:443 -> 10.7.11.235:63270 : 12688 bytes
10.7.11.235:63271 -> 10.0.136.7:53 : 390 bytes
10.7.11.235:63272 -> 10.0.136.7:53 : 390 bytes
10.0.136.7:53 -> 10.7.11.235:63272 : 464 bytes
10.0.136.7:53 -> 10.7.11.235:63271 : 1153 bytes
10.7.11.235:63273 -> 142.250.194.138:443 : 2510 bytes
142.250.194.138:443 -> 10.7.11.235:63273 : 12691 bytes
10.7.11.235:63274 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63275 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63275 : 465 bytes
10.0.136.7:53 -> 10.7.11.235:63274 : 1218 bytes
10.7.11.235:63276 -> 34.225.70.191:443 : 6002 bytes
34.225.70.191:443 -> 10.7.11.235:63276 : 7716 bytes
10.7.11.235:63277 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63278 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63277 : 1259 bytes
10.0.136.7:53 -> 10.7.11.235:63278 : 435 bytes
10.7.11.235:63279 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63280 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63279 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63280 : 385 bytes
10.7.11.235:63281 -> 44.193.143.148:443 : 3629 bytes
44.193.143.148:443 -> 10.7.11.235:63281 : 7544 bytes
10.7.11.235:63282 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:63283 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:63282 : 1247 bytes
10.0.136.7:53 -> 10.7.11.235:63283 : 418 bytes
10.7.11.235:63284 -> 18.233.77.34:443 : 3217 bytes
18.233.77.34:443 -> 10.7.11.235:63284 : 6085 bytes
157.240.13.55:5222 -> 10.7.11.235:60852 : 3166 bytes
10.7.11.235:60852 -> 157.240.13.55:5222 : 3665 bytes
10.7.11.235:63285 -> 10.0.136.7:53 : 386 bytes
10.7.11.235:63286 -> 10.0.136.7:53 : 386 bytes
10.0.136.7:53 -> 10.7.11.235:63285 : 1237 bytes
10.0.136.7:53 -> 10.7.11.235:63286 : 470 bytes
10.7.11.235:63287 -> 108.159.61.80:443 : 4213 bytes
10.7.11.235:63288 -> 10.0.136.7:53 : 380 bytes
10.7.11.235:63289 -> 10.0.136.7:53 : 380 bytes
108.159.61.80:443 -> 10.7.11.235:63287 : 7422 bytes
10.0.136.7:53 -> 10.7.11.235:63288 : 1223 bytes
10.0.136.7:53 -> 10.7.11.235:63289 : 422 bytes
10.7.11.235:63290 -> 18.234.0.179:443 : 5159 bytes
18.234.0.179:443 -> 10.7.11.235:63290 : 2160 bytes
10.7.11.235:63291 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63292 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63291 : 1139 bytes
10.0.136.7:53 -> 10.7.11.235:63292 : 397 bytes
10.7.11.235:63293 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63294 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63295 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63296 -> 10.0.136.7:53 : 66 bytes
10.7.11.235:63297 -> 54.235.64.44:443 : 2298 bytes
10.0.136.7:53 -> 10.7.11.235:63296 : 198 bytes
10.0.136.7:53 -> 10.7.11.235:63295 : 198 bytes
54.235.64.44:443 -> 10.7.11.235:63297 : 2059 bytes
10.7.11.235:63298 -> 54.237.65.249:443 : 5182 bytes
54.237.65.249:443 -> 10.7.11.235:63298 : 6986 bytes
10.7.11.235:63299 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63300 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63299 : 1162 bytes
10.0.136.7:53 -> 10.7.11.235:63300 : 413 bytes
10.7.11.235:63301 -> 10.0.136.7:53 : 392 bytes
10.7.11.235:63302 -> 10.0.136.7:53 : 392 bytes
10.0.136.7:53 -> 10.7.11.235:63301 : 1155 bytes
10.0.136.7:53 -> 10.7.11.235:63302 : 466 bytes
10.7.11.235:63303 -> 142.250.192.78:443 : 2451 bytes
142.250.192.78:443 -> 10.7.11.235:63303 : 9432 bytes
10.7.11.235:63304 -> 142.250.192.106:443 : 2458 bytes
142.250.192.106:443 -> 10.7.11.235:63304 : 12697 bytes
10.7.11.235:63305 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63306 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63305 : 1390 bytes
10.0.136.7:53 -> 10.7.11.235:63306 : 408 bytes
10.7.11.235:63307 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63308 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63307 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63308 : 385 bytes
10.7.11.235:63309 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63310 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63309 : 1147 bytes
10.0.136.7:53 -> 10.7.11.235:63310 : 398 bytes
10.7.11.235:63311 -> 10.0.136.7:53 : 379 bytes
10.7.11.235:63312 -> 10.0.136.7:53 : 379 bytes
10.7.11.235:63313 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63314 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63311 : 1382 bytes
10.0.136.7:53 -> 10.7.11.235:63312 : 460 bytes
10.0.136.7:53 -> 10.7.11.235:63313 : 1147 bytes
10.0.136.7:53 -> 10.7.11.235:63314 : 398 bytes
10.7.11.235:63315 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63316 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63315 : 1162 bytes
10.0.136.7:53 -> 10.7.11.235:63316 : 413 bytes
10.7.11.235:63317 -> 10.0.136.7:53 : 228 bytes
10.7.11.235:63318 -> 10.0.136.7:53 : 66 bytes
10.0.136.7:53 -> 10.7.11.235:63317 : 126 bytes
10.0.136.7:53 -> 10.7.11.235:63318 : 198 bytes
10.7.11.235:63319 -> 142.251.42.106:443 : 2450 bytes
10.7.11.235:63320 -> 10.0.136.7:53 : 375 bytes
142.251.42.106:443 -> 10.7.11.235:63319 : 12613 bytes
10.7.11.235:63321 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63320 : 1162 bytes
10.0.136.7:53 -> 10.7.11.235:63321 : 413 bytes
10.7.11.235:63322 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63323 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63322 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63323 : 385 bytes
10.7.11.235:63324 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63325 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63324 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63325 : 385 bytes
10.7.11.235:63326 -> 44.193.143.148:443 : 8212 bytes
44.193.143.148:443 -> 10.7.11.235:63326 : 4099 bytes
10.7.11.235:63327 -> 44.193.143.148:443 : 2244 bytes
44.193.143.148:443 -> 10.7.11.235:63327 : 306 bytes
10.7.11.235:63328 -> 44.193.143.148:443 : 2308 bytes
44.193.143.148:443 -> 10.7.11.235:63328 : 306 bytes
10.7.11.235:63329 -> 10.0.136.7:53 : 378 bytes
10.7.11.235:63330 -> 10.0.136.7:53 : 378 bytes
10.0.136.7:53 -> 10.7.11.235:63329 : 1381 bytes
10.0.136.7:53 -> 10.7.11.235:63330 : 459 bytes
10.7.11.235:63331 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63332 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63331 : 1169 bytes
10.0.136.7:53 -> 10.7.11.235:63332 : 427 bytes
10.7.11.235:63333 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63334 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63333 : 1169 bytes
10.0.136.7:53 -> 10.7.11.235:63334 : 427 bytes
10.7.11.235:63335 -> 10.0.136.7:53 : 394 bytes
10.7.11.235:63336 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:63335 : 1097 bytes
10.0.136.7:53 -> 10.7.11.235:63336 : 408 bytes
10.7.11.235:63337 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:63337 : 1157 bytes
10.7.11.235:63338 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63339 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63340 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:63341 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:63338 : 1137 bytes
10.0.136.7:53 -> 10.7.11.235:63339 : 395 bytes
10.0.136.7:53 -> 10.7.11.235:63341 : 391 bytes
10.0.136.7:53 -> 10.7.11.235:63340 : 1130 bytes
10.7.11.235:63343 -> 142.250.192.35:443 : 3448 bytes
142.250.192.35:443 -> 10.7.11.235:63343 : 16745 bytes
10.7.11.235:63344 -> 142.250.193.241:443 : 2386 bytes
142.250.193.241:443 -> 10.7.11.235:63344 : 7808 bytes
10.7.11.235:63345 -> 44.193.143.148:443 : 3727 bytes
44.193.143.148:443 -> 10.7.11.235:63345 : 1190 bytes
10.7.11.235:63346 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63347 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63347 : 427 bytes
10.0.136.7:53 -> 10.7.11.235:63346 : 1169 bytes
10.7.11.235:63348 -> 44.193.143.148:443 : 4407 bytes
44.193.143.148:443 -> 10.7.11.235:63348 : 1671 bytes
10.7.11.235:63349 -> 44.193.143.148:443 : 2212 bytes
44.193.143.148:443 -> 10.7.11.235:63349 : 306 bytes
10.7.11.235:63350 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63351 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63350 : 1279 bytes
10.0.136.7:53 -> 10.7.11.235:63351 : 478 bytes
10.7.11.235:63352 -> 44.238.247.143:443 : 3937 bytes
44.238.247.143:443 -> 10.7.11.235:63352 : 4541 bytes
10.7.11.235:63353 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63354 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63353 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63354 : 392 bytes
10.7.11.235:63355 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:63356 -> 10.0.136.7:53 : 382 bytes
10.0.136.7:53 -> 10.7.11.235:63355 : 1145 bytes
10.0.136.7:53 -> 10.7.11.235:63356 : 396 bytes
10.7.11.235:63357 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63358 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63357 : 1150 bytes
10.0.136.7:53 -> 10.7.11.235:63358 : 401 bytes
10.7.11.235:63359 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:63360 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:63359 : 1135 bytes
10.0.136.7:53 -> 10.7.11.235:63360 : 386 bytes
10.7.11.235:63361 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63362 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63361 : 1408 bytes
10.0.136.7:53 -> 10.7.11.235:63362 : 1167 bytes
10.7.11.235:63363 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63364 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63363 : 1249 bytes
10.0.136.7:53 -> 10.7.11.235:63364 : 416 bytes
10.7.11.235:63365 -> 54.175.81.243:443 : 8430 bytes
54.175.81.243:443 -> 10.7.11.235:63365 : 12217 bytes
10.7.11.235:63366 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63367 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63366 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63367 : 392 bytes
10.7.11.235:63368 -> 54.175.81.243:443 : 8353 bytes
54.175.81.243:443 -> 10.7.11.235:63368 : 7738 bytes
10.7.11.235:63369 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:63370 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:63369 : 1130 bytes
10.0.136.7:53 -> 10.7.11.235:63370 : 391 bytes
10.7.11.235:63371 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63372 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63372 : 389 bytes
10.0.136.7:53 -> 10.7.11.235:63371 : 1138 bytes
10.7.11.235:63373 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:63374 -> 10.0.136.7:53 : 382 bytes
10.0.136.7:53 -> 10.7.11.235:63373 : 1145 bytes
10.0.136.7:53 -> 10.7.11.235:63374 : 403 bytes
10.7.11.235:63375 -> 10.0.136.7:53 : 370 bytes
10.7.11.235:63376 -> 10.0.136.7:53 : 370 bytes
10.0.136.7:53 -> 10.7.11.235:63375 : 1133 bytes
10.0.136.7:53 -> 10.7.11.235:63376 : 1142 bytes
10.7.11.235:63377 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63378 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63378 : 395 bytes
10.0.136.7:53 -> 10.7.11.235:63377 : 1377 bytes
10.7.11.235:63379 -> 10.0.136.7:53 : 370 bytes
10.7.11.235:63380 -> 10.0.136.7:53 : 370 bytes
10.0.136.7:53 -> 10.7.11.235:63379 : 1153 bytes
10.0.136.7:53 -> 10.7.11.235:63380 : 404 bytes
10.7.11.235:63381 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63382 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63382 : 398 bytes
10.0.136.7:53 -> 10.7.11.235:63381 : 1147 bytes
10.7.11.235:63383 -> 10.0.136.7:53 : 381 bytes
10.7.11.235:63384 -> 10.0.136.7:53 : 381 bytes
10.0.136.7:53 -> 10.7.11.235:63383 : 1173 bytes
10.0.136.7:53 -> 10.7.11.235:63384 : 431 bytes
10.7.11.235:63385 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63386 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63385 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63386 : 385 bytes
10.7.11.235:63387 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63388 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63387 : 1259 bytes
10.0.136.7:53 -> 10.7.11.235:63388 : 435 bytes
10.7.11.235:63389 -> 18.204.106.12:443 : 7957 bytes
18.204.106.12:443 -> 10.7.11.235:63389 : 10453 bytes
10.7.11.235:63390 -> 10.0.136.7:53 : 370 bytes
10.7.11.235:63391 -> 10.0.136.7:53 : 370 bytes
10.0.136.7:53 -> 10.7.11.235:63390 : 1153 bytes
10.0.136.7:53 -> 10.7.11.235:63391 : 404 bytes
10.7.11.235:63392 -> 18.204.106.12:443 : 2244 bytes
10.7.11.235:63393 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63394 -> 10.0.136.7:53 : 375 bytes
18.204.106.12:443 -> 10.7.11.235:63392 : 306 bytes
10.0.136.7:53 -> 10.7.11.235:63393 : 1162 bytes
10.0.136.7:53 -> 10.7.11.235:63394 : 413 bytes
10.7.11.235:63395 -> 18.204.106.12:443 : 2308 bytes
18.204.106.12:443 -> 10.7.11.235:63395 : 306 bytes
10.7.11.235:63396 -> 10.0.136.7:53 : 381 bytes
10.7.11.235:63397 -> 10.0.136.7:53 : 381 bytes
10.0.136.7:53 -> 10.7.11.235:63396 : 1173 bytes
10.0.136.7:53 -> 10.7.11.235:63397 : 431 bytes
10.7.11.235:63398 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63399 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63398 : 1147 bytes
10.0.136.7:53 -> 10.7.11.235:63399 : 398 bytes
10.7.11.235:63400 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63401 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63400 : 1138 bytes
10.0.136.7:53 -> 10.7.11.235:63401 : 389 bytes
10.7.11.235:63402 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63403 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63402 : 1137 bytes
10.0.136.7:53 -> 10.7.11.235:63403 : 395 bytes
10.7.11.235:63404 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63405 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63404 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63405 : 385 bytes
10.7.11.235:63406 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63407 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63407 : 408 bytes
10.0.136.7:53 -> 10.7.11.235:63406 : 1390 bytes
10.7.11.235:63408 -> 10.0.136.7:53 : 390 bytes
10.7.11.235:63409 -> 10.0.136.7:53 : 390 bytes
10.0.136.7:53 -> 10.7.11.235:63409 : 404 bytes
10.0.136.7:53 -> 10.7.11.235:63408 : 1153 bytes
10.7.11.235:63410 -> 18.204.106.12:443 : 7683 bytes
18.204.106.12:443 -> 10.7.11.235:63410 : 3678 bytes
10.7.11.235:63411 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63412 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63412 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:63411 : 1134 bytes
10.7.11.235:63413 -> 10.0.136.7:53 : 394 bytes
10.7.11.235:63414 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:63413 : 1157 bytes
10.0.136.7:53 -> 10.7.11.235:63414 : 468 bytes
10.7.11.235:63415 -> 142.250.194.138:443 : 2492 bytes
142.250.194.138:443 -> 10.7.11.235:63415 : 12704 bytes
10.7.11.235:63416 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63417 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63416 : 1150 bytes
10.0.136.7:53 -> 10.7.11.235:63417 : 401 bytes
10.7.11.235:63418 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:63419 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:63418 : 1147 bytes
10.0.136.7:53 -> 10.7.11.235:63419 : 398 bytes
10.7.11.235:63420 -> 142.250.194.202:443 : 2450 bytes
142.250.194.202:443 -> 10.7.11.235:63420 : 12673 bytes
10.7.11.235:63421 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63422 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63421 : 1249 bytes
10.0.136.7:53 -> 10.7.11.235:63422 : 420 bytes
10.7.11.235:63423 -> 54.175.81.243:443 : 10522 bytes
54.175.81.243:443 -> 10.7.11.235:63423 : 10910 bytes
10.7.11.235:63424 -> 52.21.246.40:443 : 16375 bytes
52.21.246.40:443 -> 10.7.11.235:63424 : 2601 bytes
10.7.11.235:63425 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:63426 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:63425 : 1159 bytes
10.0.136.7:53 -> 10.7.11.235:63426 : 410 bytes
10.7.11.235:63427 -> 10.0.136.7:53 : 385 bytes
10.7.11.235:63428 -> 10.0.136.7:53 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:63428 : 399 bytes
10.0.136.7:53 -> 10.7.11.235:63427 : 1148 bytes
